"","SACRIFICE_PERIOD","rDOSE_LEVEL","compound_sutherland","toxclass","toxlabel","time_index","toxact","COMPOUND_NAME","compound_tggates","chembl_id","compound_chembl"
"399","15 day","rHigh","HEXACHLOROBENZENE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_low","hexachlorobenzene","hexachlorobenzene","CHEMBL228514","PERCHLOROBENZENE"
"400","15 day","rLow","HEXACHLOROBENZENE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_low","hexachlorobenzene","hexachlorobenzene","CHEMBL228514","PERCHLOROBENZENE"
"401","15 day","rMiddle","HEXACHLOROBENZENE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_low","hexachlorobenzene","hexachlorobenzene","CHEMBL228514","PERCHLOROBENZENE"
"402","15 day","rHigh","IMIPRAMINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_low","imipramine","imipramine","CHEMBL11","IMIPRAMINE"
"403","15 day","rHigh","KETOCONAZOLE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_low","ketoconazole","ketoconazole","CHEMBL157101","KETOCONAZOLE"
"404","15 day","rHigh","METHIMAZOLE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_low","methimazole","methimazole","CHEMBL1515","METHIMAZOLE"
"405","15 day","rHigh","17-METHYLTESTOSTERONE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_low","methyltestosterone","methyltestosterone","CHEMBL1395","METHYLTESTOSTERONE"
"406","15 day","rHigh","MEXILETINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_low","mexiletine","mexiletine","CHEMBL558","MEXILETINE"
"407","15 day","rHigh","MONOCROTALINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_low","monocrotaline","monocrotaline","CHEMBL521035","MONOCROTALINE"
"408","15 day","rMiddle","OMEPRAZOLE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_low","omeprazole","omeprazole","CHEMBL1503","OMEPRAZOLE"
"409","15 day","rHigh","PAPAVERINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_low","papaverine","papaverine","CHEMBL19224","PAPAVERINE"
"410","15 day","rHigh","PHENACETIN","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_low","phenacetin","phenacetin","CHEMBL16073","PHENACETIN"
"411","15 day","rMiddle","PROMETHAZINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_low","promethazine","promethazine","CHEMBL643","PROMETHAZINE"
"412","15 day","rHigh","ACETAMIDE","Infiltration\Inflammation:Inflammation","Inflammation",7,"toxact_low","acetamide","acetamide","CHEMBL16081","ACETAMIDE"
"413","15 day","rLow","CARBON TETRACHLORIDE","Infiltration\Inflammation:Inflammation","Inflammation",7,"toxact_low","carbon_tetrachloride","carbon tetrachloride","CHEMBL44814","CARBON TETRACHLORIDE"
"414","15 day","rMiddle","METHAPYRILENE","Infiltration\Inflammation:Inflammation","Inflammation",7,"toxact_low","methapyrilene","methapyrilene","CHEMBL1411979","METHAPYRILENE"
"415","15 day","rHigh","PHENACETIN","Infiltration\Inflammation:Inflammation","Inflammation",7,"toxact_low","phenacetin","phenacetin","CHEMBL16073","PHENACETIN"
"416","15 day","rMiddle","PUROMYCIN AMINONUCLEOSIDE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",7,"toxact_low","puromycin_aminonucleoside","puromycin aminonucleoside","CHEMBL1233071","PUROMYCIN AMINONUCLEOSIDE"
"417","15 day","rHigh","BROMOETHYLAMINE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",7,"toxact_low","bromoethylamine","bromoethylamine","CHEMBL1697693","BROMOETHANAMINE"
"418","15 day","rHigh","DILTIAZEM","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",7,"toxact_low","diltiazem","diltiazem","CHEMBL23","DILTIAZEM"
"419","15 day","rHigh","ETHINYLESTRADIOL","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",7,"toxact_low","ethinylestradiol","ethinylestradiol","CHEMBL691","ETHINYL ESTRADIOL"
"420","15 day","rHigh","HEXACHLOROBENZENE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",7,"toxact_low","hexachlorobenzene","hexachlorobenzene","CHEMBL228514","PERCHLOROBENZENE"
"421","15 day","rMiddle","HEXACHLOROBENZENE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",7,"toxact_low","hexachlorobenzene","hexachlorobenzene","CHEMBL228514","PERCHLOROBENZENE"
"422","15 day","rHigh","HYDROXYZINE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",7,"toxact_low","hydroxyzine","hydroxyzine","CHEMBL896","HYDROXYZINE"
"423","29 day","rMiddle","ETHAMBUTOL","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",8,"toxact_low","ethambutol","ethambutol","CHEMBL44884","ETHAMBUTOL"
"424","29 day","rHigh","THEOPHYLLINE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",8,"toxact_low","theophylline","theophylline","CHEMBL190","THEOPHYLLINE"
"425","29 day","rHigh","AMPHOTERICIN B","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",8,"toxact_low","amphotericin_B","amphotericin b","CHEMBL267345","AMPHOTERICIN B"
"426","29 day","rMiddle","CLOFIBRATE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",8,"toxact_low","clofibrate","clofibrate","CHEMBL565","CLOFIBRATE"
"427","29 day","rHigh","COUMARIN","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",8,"toxact_low","coumarin","coumarin","CHEMBL6466","COUMARIN"
"428","29 day","rLow","FENOFIBRATE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",8,"toxact_low","fenofibrate","fenofibrate","CHEMBL672","FENOFIBRATE"
"429","29 day","rLow","N-NITROSODIETHYLAMINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",8,"toxact_low","nitrosodiethylamine","nitrosodiethylamine","CHEMBL164290","N-NITROSODIETHYLAMINE"
"430","29 day","rHigh","CARBON TETRACHLORIDE","Fibrosis:Fibrosis","Fibrosis",8,"toxact_low","carbon_tetrachloride","carbon tetrachloride","CHEMBL44814","CARBON TETRACHLORIDE"
"431","29 day","rMiddle","MONOCROTALINE","Fibrosis:Fibrosis","Fibrosis",8,"toxact_low","monocrotaline","monocrotaline","CHEMBL521035","MONOCROTALINE"
"432","29 day","rHigh","THIOACETAMIDE","Fibrosis:Fibrosis","Fibrosis",8,"toxact_low","thioacetamide","thioacetamide","CHEMBL38737","THIOACETAMIDE"
"433","29 day","rHigh","LOMUSTINE","Hyperplasia:Biliary","Biliary Hyperplasia",8,"toxact_low","lomustine","lomustine","CHEMBL514","LOMUSTINE"
"434","29 day","rHigh","THIOACETAMIDE","Hyperplasia:Biliary","Biliary Hyperplasia",8,"toxact_low","thioacetamide","thioacetamide","CHEMBL38737","THIOACETAMIDE"
"435","29 day","rMiddle","AMITRIPTYLINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","amitriptyline","amitriptyline","CHEMBL629","AMITRIPTYLINE"
"436","29 day","rMiddle","BENZIODARONE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","benziodarone","benziodarone","CHEMBL232201","BENZIODARONE"
"437","29 day","rHigh","CAFFEINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","caffeine","caffeine","CHEMBL113","CAFFEINE"
"438","29 day","rMiddle","CHLORAMPHENICOL","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","chloramphenicol","chloramphenicol","CHEMBL130","CHLORAMPHENICOL"
"439","29 day","rMiddle","CHLORMEZANONE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","chlormezanone","chlormezanone","CHEMBL1200714","CHLORMEZANONE"
"440","29 day","rHigh","DEXCHLORPHENIRAMINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","chlorpheniramine","chlorpheniramine","CHEMBL505","CHLORPHENIRAMINE"
"441","29 day","rMiddle","CHLORPROPAMIDE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","chlorpropamide","chlorpropamide","CHEMBL498","CHLORPROPAMIDE"
"442","29 day","rMiddle","DANTROLENE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","dantrolene","dantrolene","CHEMBL1201288","DANTROLENE"
"443","29 day","rMiddle","DISULFIRAM","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","disulfiram","disulfiram","CHEMBL964","DISULFIRAM"
"444","29 day","rHigh","ERYTHROMYCIN","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","erythromycin_ethylsuccinate","erythromycin ethylsuccinate","CHEMBL1200688","ERYTHROMYCIN ETHYLSUCCINATE"
"445","29 day","rLow","ETHAMBUTOL","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","ethambutol","ethambutol","CHEMBL44884","ETHAMBUTOL"
"446","29 day","rHigh","ETHINYLESTRADIOL","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","ethinylestradiol","ethinylestradiol","CHEMBL691","ETHINYL ESTRADIOL"
"447","29 day","rHigh","FLUOXETINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","fluoxetine_hydrochloride","fluoxetine hydrochloride","CHEMBL1201082","FLUOXETINE HYDROCHLORIDE"
"448","29 day","rMiddle","FLUTAMIDE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","flutamide","flutamide","CHEMBL806","FLUTAMIDE"
"449","29 day","rMiddle","HYDROXYZINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","hydroxyzine","hydroxyzine","CHEMBL896","HYDROXYZINE"
"450","29 day","rMiddle","IMIPRAMINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","imipramine","imipramine","CHEMBL11","IMIPRAMINE"
"451","29 day","rHigh","LOMUSTINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","lomustine","lomustine","CHEMBL514","LOMUSTINE"
"452","29 day","rMiddle","METHAPYRILENE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","methapyrilene","methapyrilene","CHEMBL1411979","METHAPYRILENE"
"453","29 day","rMiddle","METHIMAZOLE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","methimazole","methimazole","CHEMBL1515","METHIMAZOLE"
"454","29 day","rMiddle","MONOCROTALINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","monocrotaline","monocrotaline","CHEMBL521035","MONOCROTALINE"
"455","29 day","rMiddle","NIMESULIDE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","nimesulide","nimesulide","CHEMBL56367","NIMESULIDE"
"456","29 day","rLow","OMEPRAZOLE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","omeprazole","omeprazole","CHEMBL1503","OMEPRAZOLE"
"457","29 day","rHigh","PHENYLBUTAZONE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","phenylbutazone","phenylbutazone","CHEMBL101","PHENYLBUTAZONE"
"458","29 day","rMiddle","PHENYLBUTAZONE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","phenylbutazone","phenylbutazone","CHEMBL101","PHENYLBUTAZONE"
"459","29 day","rMiddle","PHENYTOIN","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","phenytoin","phenytoin","CHEMBL16","PHENYTOIN"
"460","29 day","rLow","PROMETHAZINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","promethazine","promethazine","CHEMBL643","PROMETHAZINE"
"461","29 day","rHigh","QUINIDINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","quinidine","quinidine","CHEMBL1294","QUINIDINE"
"462","29 day","rHigh","RIFAMPIN","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","rifampicin","rifampicin","CHEMBL374478","RIFAMPIN"
"463","29 day","rMiddle","TERBINAFINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","terbinafine","terbinafine","CHEMBL822","TERBINAFINE"
"464","29 day","rLow","TICLOPIDINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","ticlopidine","ticlopidine","CHEMBL833","TICLOPIDINE"
"465","29 day","rHigh","TOLBUTAMIDE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_low","tolbutamide","tolbutamide","CHEMBL782","TOLBUTAMIDE"
"466","29 day","rHigh","1% CHOLESTEROL + 0.25% SODIUM CHOLATE","Infiltration\Inflammation:Inflammation","Inflammation",8,"toxact_low","1%_cholesterol_+_0.25%_sodium_cholate","1% cholesterol + 0.25% sodium cholate","CHEMBL2766016",""
"467","29 day","rMiddle","BENDAZAC","Infiltration\Inflammation:Inflammation","Inflammation",8,"toxact_low","bendazac","bendazac","CHEMBL1089221","BENDAZAC"
"468","29 day","rLow","CYCLOPHOSPHAMIDE","Infiltration\Inflammation:Inflammation","Inflammation",8,"toxact_low","cyclophosphamide","cyclophosphamide","CHEMBL88","CYCLOPHOSPHAMIDE"
"469","29 day","rHigh","DANTROLENE","Infiltration\Inflammation:Inflammation","Inflammation",8,"toxact_low","dantrolene","dantrolene","CHEMBL1201288","DANTROLENE"
"470","29 day","rMiddle","MONOCROTALINE","Infiltration\Inflammation:Inflammation","Inflammation",8,"toxact_low","monocrotaline","monocrotaline","CHEMBL521035","MONOCROTALINE"
"471","29 day","rHigh","SIMVASTATIN","Infiltration\Inflammation:Inflammation","Inflammation",8,"toxact_low","simvastatin","simvastatin","CHEMBL1064","SIMVASTATIN"
"472","29 day","rMiddle","METHAPYRILENE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",8,"toxact_low","methapyrilene","methapyrilene","CHEMBL1411979","METHAPYRILENE"
"473","29 day","rHigh","AMIODARONE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",8,"toxact_low","amiodarone","amiodarone","CHEMBL633","AMIODARONE"
"474","29 day","rMiddle","BROMOETHYLAMINE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",8,"toxact_low","bromoethylamine","bromoethylamine","CHEMBL1697693","BROMOETHANAMINE"
"475","29 day","rHigh","IMIPRAMINE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",8,"toxact_low","imipramine","imipramine","CHEMBL11","IMIPRAMINE"
"476","3 hr","rHigh","3-METHYLCHOLANTHRENE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_null","3-methylcholanthrene","3-methylcholanthrene","CHEMBL40583","3-METHYLCHOLANTHRENE"
"477","3 hr","rLow","3-METHYLCHOLANTHRENE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_null","3-methylcholanthrene","3-methylcholanthrene","CHEMBL40583","3-METHYLCHOLANTHRENE"
"478","3 hr","rMiddle","3-METHYLCHOLANTHRENE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_null","3-methylcholanthrene","3-methylcholanthrene","CHEMBL40583","3-METHYLCHOLANTHRENE"
"479","3 hr","rHigh","COLCHICINE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_null","colchicine","colchicine","CHEMBL107","COLCHICINE"
"480","3 hr","rMiddle","COLCHICINE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_null","colchicine","colchicine","CHEMBL107","COLCHICINE"
"481","3 hr","rHigh","CYCLOHEXIMIDE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_null","cycloheximide","cycloheximide","CHEMBL123292","CYCLOHEXIMIDE"
"482","3 hr","rLow","CYCLOHEXIMIDE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_null","cycloheximide","cycloheximide","CHEMBL123292","CYCLOHEXIMIDE"
"483","3 hr","rMiddle","CYCLOHEXIMIDE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_null","cycloheximide","cycloheximide","CHEMBL123292","CYCLOHEXIMIDE"
"484","3 hr","rHigh","DIETHYL MALEATE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_null","diethyl_maleate","diethyl maleate","CHEMBL2037000","DIETHYL MALEATE"
"485","3 hr","rHigh","ETHIONAMIDE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_null","ethionamide","ethionamide","CHEMBL1441","ETHIONAMIDE"
"486","3 hr","rLow","ETHIONAMIDE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_null","ethionamide","ethionamide","CHEMBL1441","ETHIONAMIDE"
"487","3 hr","rMiddle","ETHIONAMIDE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_null","ethionamide","ethionamide","CHEMBL1441","ETHIONAMIDE"
"488","3 hr","rHigh","GALACTOSAMINE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_null","galactosamine","galactosamine","CHEMBL606759","GLUCOSAMINE"
"489","3 hr","rMiddle","GALACTOSAMINE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_null","galactosamine","galactosamine","CHEMBL606759","GLUCOSAMINE"
"490","3 hr","rHigh","GEFITINIB","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_null","gefitinib","gefitinib","CHEMBL939","GEFITINIB"
"491","3 hr","rHigh","LIPOPOLYSACCHARIDE E. COLI O55:B5","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_null","LPS","lps","CHEMBL1234081",""
"492","3 hr","rMiddle","LIPOPOLYSACCHARIDE E. COLI O55:B5","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_null","LPS","lps","CHEMBL1234081",""
"493","3 hr","rHigh","METHAPYRILENE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_null","methapyrilene","methapyrilene","CHEMBL1411979","METHAPYRILENE"
"494","3 hr","rMiddle","PIRINIXIC ACID","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_null","WY-14643","wy-14643","CHEMBL295416","PIRINIXIC ACID"
"495","3 hr","rHigh","PHALLOIDIN","Congestion\Hemorrhage\Edema:Vascular","Vascular Edema",1,"toxact_null","phalloidin","phalloidin","CHEMBL502682","PHALLOIDIN"
"496","3 hr","rHigh","3-METHYLCHOLANTHRENE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",1,"toxact_null","3-methylcholanthrene","3-methylcholanthrene","CHEMBL40583","3-METHYLCHOLANTHRENE"
"497","3 hr","rHigh","ALLYL ALCOHOL","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",1,"toxact_null","allyl_alcohol","allyl alcohol","CHEMBL234926","ALLYL ALCOHOL"
"498","3 hr","rMiddle","ALLYL ALCOHOL","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",1,"toxact_null","allyl_alcohol","allyl alcohol","CHEMBL234926","ALLYL ALCOHOL"
"499","3 hr","rLow","AMIODARONE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",1,"toxact_null","amiodarone","amiodarone","CHEMBL633","AMIODARONE"
"500","3 hr","rHigh","AMITRIPTYLINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",1,"toxact_null","amitriptyline","amitriptyline","CHEMBL629","AMITRIPTYLINE"
"501","3 hr","rMiddle","ASPIRIN","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",1,"toxact_null","aspirin","aspirin","CHEMBL25","ASPIRIN"
"502","3 hr","rHigh","CARBON TETRACHLORIDE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",1,"toxact_null","carbon_tetrachloride","carbon tetrachloride","CHEMBL44814","CARBON TETRACHLORIDE"
"503","3 hr","rLow","CHLORAMPHENICOL","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",1,"toxact_null","chloramphenicol","chloramphenicol","CHEMBL130","CHLORAMPHENICOL"
"504","3 hr","rHigh","DIETHYL MALEATE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",1,"toxact_null","diethyl_maleate","diethyl maleate","CHEMBL2037000","DIETHYL MALEATE"
"505","3 hr","rMiddle","ETHINYLESTRADIOL","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",1,"toxact_null","ethinylestradiol","ethinylestradiol","CHEMBL691","ETHINYL ESTRADIOL"
"506","3 hr","rLow","ETOPOSIDE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",1,"toxact_null","etoposide","etoposide","CHEMBL44657","ETOPOSIDE"
"507","3 hr","rMiddle","ETOPOSIDE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",1,"toxact_null","etoposide","etoposide","CHEMBL44657","ETOPOSIDE"
"508","3 hr","rHigh","GALACTOSAMINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",1,"toxact_null","galactosamine","galactosamine","CHEMBL606759","GLUCOSAMINE"
"509","3 hr","rLow","GALACTOSAMINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",1,"toxact_null","galactosamine","galactosamine","CHEMBL606759","GLUCOSAMINE"
"510","3 hr","rMiddle","GALACTOSAMINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",1,"toxact_null","galactosamine","galactosamine","CHEMBL606759","GLUCOSAMINE"
"511","3 hr","rMiddle","HEXACHLOROBENZENE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",1,"toxact_null","hexachlorobenzene","hexachlorobenzene","CHEMBL228514","PERCHLOROBENZENE"
"512","3 hr","rHigh","LIPOPOLYSACCHARIDE E. COLI O55:B5","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",1,"toxact_null","LPS","lps","CHEMBL1234081",""
"513","3 hr","rMiddle","LIPOPOLYSACCHARIDE E. COLI O55:B5","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",1,"toxact_null","LPS","lps","CHEMBL1234081",""
