"DOSE","DOSE_UNIT","COMPOUND_NAME","n","DOSE_LEVEL","SINGLE_REPEAT_TYPE","SACRIFICE_PERIOD","rDOSE_LEVEL"
200,"mg/kg","amiodarone",8,"High","Repeat","15 day","rHigh"
200,"mg/kg","amiodarone",8,"High","Repeat","29 day","rHigh"
200,"mg/kg","amiodarone",8,"Low","Single","3 hr","rHigh"
200,"mg/kg","amiodarone",8,"Low","Single","6 hr","rHigh"
200,"mg/kg","amiodarone",8,"Low","Single","9 hr","rHigh"
200,"mg/kg","amiodarone",8,"Low","Single","24 hr","rHigh"
200,"mg/kg","benzbromarone",8,"High","Single","3 hr","rHigh"
200,"mg/kg","benzbromarone",8,"High","Single","6 hr","rHigh"
200,"mg/kg","benzbromarone",8,"High","Single","9 hr","rHigh"
200,"mg/kg","benzbromarone",8,"High","Single","24 hr","rHigh"
200,"mg/kg","benzbromarone",8,"High","Repeat","4 day","rHigh"
200,"mg/kg","benzbromarone",8,"High","Repeat","8 day","rHigh"
200,"mg/kg","benzbromarone",8,"High","Repeat","15 day","rHigh"
200,"mg/kg","benzbromarone",8,"High","Repeat","29 day","rHigh"
200,"mg/kg","disulfiram",8,"Middle","Single","3 hr","rMiddle"
200,"mg/kg","disulfiram",8,"Middle","Single","6 hr","rMiddle"
200,"mg/kg","disulfiram",8,"Middle","Single","9 hr","rMiddle"
200,"mg/kg","disulfiram",8,"Middle","Single","24 hr","rMiddle"
200,"mg/kg","disulfiram",8,"Middle","Repeat","4 day","rMiddle"
200,"mg/kg","disulfiram",8,"Middle","Repeat","8 day","rMiddle"
200,"mg/kg","disulfiram",8,"Middle","Repeat","15 day","rMiddle"
200,"mg/kg","disulfiram",8,"Middle","Repeat","29 day","rMiddle"
200,"mg/kg","enalapril",8,"Middle","Single","3 hr","rMiddle"
200,"mg/kg","enalapril",8,"Middle","Single","6 hr","rMiddle"
200,"mg/kg","enalapril",8,"Middle","Single","9 hr","rMiddle"
200,"mg/kg","enalapril",8,"Middle","Single","24 hr","rMiddle"
200,"mg/kg","enalapril",8,"Middle","Repeat","4 day","rMiddle"
200,"mg/kg","enalapril",8,"Middle","Repeat","8 day","rMiddle"
200,"mg/kg","enalapril",8,"Middle","Repeat","15 day","rMiddle"
200,"mg/kg","enalapril",8,"Middle","Repeat","29 day","rMiddle"
200,"mg/kg","ibuprofen",8,"Middle","Single","3 hr","rHigh"
200,"mg/kg","ibuprofen",8,"Middle","Single","6 hr","rHigh"
200,"mg/kg","ibuprofen",8,"Middle","Single","9 hr","rHigh"
200,"mg/kg","ibuprofen",8,"Middle","Single","24 hr","rHigh"
200,"mg/kg","ibuprofen",8,"High","Repeat","4 day","rHigh"
200,"mg/kg","ibuprofen",8,"High","Repeat","8 day","rHigh"
200,"mg/kg","ibuprofen",8,"High","Repeat","15 day","rHigh"
200,"mg/kg","ibuprofen",8,"High","Repeat","29 day","rHigh"
200,"mg/kg","isoniazid",8,"High","Repeat","4 day","rHigh"
200,"mg/kg","isoniazid",8,"High","Repeat","8 day","rHigh"
200,"mg/kg","isoniazid",8,"High","Repeat","15 day","rHigh"
200,"mg/kg","isoniazid",8,"High","Repeat","29 day","rHigh"
200,"mg/kg","isoniazid",8,"Low","Single","3 hr","rHigh"
200,"mg/kg","isoniazid",8,"Low","Single","6 hr","rHigh"
200,"mg/kg","isoniazid",8,"Low","Single","9 hr","rHigh"
200,"mg/kg","isoniazid",8,"Low","Single","24 hr","rHigh"
200,"mg/kg","methyldopa",8,"Middle","Single","3 hr","rMiddle"
200,"mg/kg","methyldopa",8,"Middle","Single","6 hr","rMiddle"
200,"mg/kg","methyldopa",8,"Middle","Single","9 hr","rMiddle"
200,"mg/kg","methyldopa",8,"Middle","Single","24 hr","rMiddle"
200,"mg/kg","methyldopa",8,"Middle","Repeat","4 day","rMiddle"
200,"mg/kg","methyldopa",8,"Middle","Repeat","8 day","rMiddle"
200,"mg/kg","methyldopa",8,"Middle","Repeat","15 day","rMiddle"
200,"mg/kg","methyldopa",8,"Middle","Repeat","29 day","rMiddle"
200,"mg/kg","phenylbutazone",8,"High","Single","3 hr","rHigh"
200,"mg/kg","phenylbutazone",8,"High","Single","6 hr","rHigh"
200,"mg/kg","phenylbutazone",8,"High","Single","9 hr","rHigh"
200,"mg/kg","phenylbutazone",8,"High","Single","24 hr","rHigh"
200,"mg/kg","phenylbutazone",8,"High","Repeat","4 day","rHigh"
200,"mg/kg","phenylbutazone",8,"High","Repeat","8 day","rHigh"
200,"mg/kg","phenylbutazone",8,"High","Repeat","15 day","rHigh"
200,"mg/kg","phenylbutazone",8,"High","Repeat","29 day","rHigh"
200,"mg/kg","promethazine",8,"High","Single","3 hr","rHigh"
200,"mg/kg","promethazine",8,"High","Single","6 hr","rHigh"
200,"mg/kg","promethazine",8,"High","Single","9 hr","rHigh"
200,"mg/kg","promethazine",8,"High","Single","24 hr","rHigh"
200,"mg/kg","promethazine",8,"High","Repeat","4 day","rHigh"
200,"mg/kg","promethazine",8,"High","Repeat","8 day","rHigh"
200,"mg/kg","promethazine",8,"High","Repeat","15 day","rHigh"
200,"mg/kg","promethazine",8,"High","Repeat","29 day","rHigh"
200,"mg/kg","quinidine",8,"High","Single","3 hr","rHigh"
200,"mg/kg","quinidine",8,"High","Single","6 hr","rHigh"
200,"mg/kg","quinidine",8,"High","Single","9 hr","rHigh"
200,"mg/kg","quinidine",8,"High","Single","24 hr","rHigh"
200,"mg/kg","quinidine",8,"High","Repeat","4 day","rHigh"
200,"mg/kg","quinidine",8,"High","Repeat","8 day","rHigh"
200,"mg/kg","quinidine",8,"High","Repeat","15 day","rHigh"
200,"mg/kg","quinidine",8,"High","Repeat","29 day","rHigh"
200,"mg/kg","rifampicin",8,"High","Single","3 hr","rHigh"
200,"mg/kg","rifampicin",8,"High","Single","6 hr","rHigh"
200,"mg/kg","rifampicin",8,"High","Single","9 hr","rHigh"
200,"mg/kg","rifampicin",8,"High","Single","24 hr","rHigh"
200,"mg/kg","rifampicin",8,"High","Repeat","4 day","rHigh"
200,"mg/kg","rifampicin",8,"High","Repeat","8 day","rHigh"
200,"mg/kg","rifampicin",8,"High","Repeat","15 day","rHigh"
200,"mg/kg","rifampicin",8,"High","Repeat","29 day","rHigh"
200,"mg/kg","theophylline",8,"High","Single","3 hr","rHigh"
200,"mg/kg","theophylline",8,"High","Single","6 hr","rHigh"
200,"mg/kg","theophylline",8,"High","Single","9 hr","rHigh"
200,"mg/kg","theophylline",8,"High","Single","24 hr","rHigh"
200,"mg/kg","theophylline",8,"High","Repeat","4 day","rHigh"
200,"mg/kg","theophylline",8,"High","Repeat","8 day","rHigh"
200,"mg/kg","theophylline",8,"High","Repeat","15 day","rHigh"
200,"mg/kg","theophylline",8,"High","Repeat","29 day","rHigh"
200,"ug/kg","desmopressin acetate",8,"Middle","Single","3 hr","rHigh"
200,"ug/kg","desmopressin acetate",8,"Middle","Single","6 hr","rHigh"
200,"ug/kg","desmopressin acetate",8,"Middle","Single","9 hr","rHigh"
200,"ug/kg","desmopressin acetate",8,"Middle","Single","24 hr","rHigh"
200,"ug/kg","desmopressin acetate",8,"High","Repeat","4 day","rHigh"
200,"ug/kg","desmopressin acetate",8,"High","Repeat","8 day","rHigh"
200,"ug/kg","desmopressin acetate",8,"High","Repeat","15 day","rHigh"
200,"ug/kg","desmopressin acetate",8,"High","Repeat","29 day","rHigh"
240,"mg/kg","diltiazem",8,"Middle","Single","3 hr","rMiddle"
240,"mg/kg","diltiazem",8,"Middle","Single","6 hr","rMiddle"
240,"mg/kg","diltiazem",8,"Middle","Single","9 hr","rMiddle"
240,"mg/kg","diltiazem",8,"Middle","Single","24 hr","rMiddle"
240,"mg/kg","diltiazem",8,"Middle","Repeat","4 day","rMiddle"
240,"mg/kg","diltiazem",8,"Middle","Repeat","8 day","rMiddle"
240,"mg/kg","diltiazem",8,"Middle","Repeat","15 day","rMiddle"
240,"mg/kg","diltiazem",8,"Middle","Repeat","29 day","rMiddle"
250,"mg/kg","dantrolene",8,"High","Single","3 hr","rHigh"
250,"mg/kg","dantrolene",8,"High","Single","6 hr","rHigh"
250,"mg/kg","dantrolene",8,"High","Single","9 hr","rHigh"
250,"mg/kg","dantrolene",8,"High","Single","24 hr","rHigh"
250,"mg/kg","dantrolene",8,"High","Repeat","4 day","rHigh"
250,"mg/kg","dantrolene",8,"High","Repeat","8 day","rHigh"
250,"mg/kg","dantrolene",8,"High","Repeat","15 day","rHigh"
250,"mg/kg","dantrolene",8,"High","Repeat","29 day","rHigh"
250,"mg/kg","diazepam",8,"High","Single","3 hr","rHigh"
250,"mg/kg","diazepam",8,"High","Single","6 hr","rHigh"
250,"mg/kg","diazepam",8,"High","Single","9 hr","rHigh"
250,"mg/kg","diazepam",8,"High","Single","24 hr","rHigh"
250,"mg/kg","diazepam",8,"High","Repeat","4 day","rHigh"
250,"mg/kg","diazepam",8,"High","Repeat","8 day","rHigh"
250,"mg/kg","diazepam",8,"High","Repeat","15 day","rHigh"
250,"mg/kg","diazepam",8,"High","Repeat","29 day","rHigh"
250,"mg/kg","ethionine",8,"High","Single","3 hr","rHigh"
250,"mg/kg","ethionine",8,"High","Single","6 hr","rHigh"
250,"mg/kg","ethionine",8,"High","Single","9 hr","rHigh"
250,"mg/kg","ethionine",8,"High","Single","24 hr","rHigh"
250,"mg/kg","ethionine",8,"High","Repeat","4 day","rHigh"
250,"mg/kg","ethionine",8,"High","Repeat","8 day","rHigh"
250,"mg/kg","ethionine",8,"High","Repeat","15 day","rHigh"
250,"mg/kg","ethionine",8,"High","Repeat","29 day","rHigh"
250,"mg/kg","terbinafine",8,"Middle","Single","3 hr","rMiddle"
250,"mg/kg","terbinafine",8,"Middle","Single","6 hr","rMiddle"
250,"mg/kg","terbinafine",8,"Middle","Single","9 hr","rMiddle"
250,"mg/kg","terbinafine",8,"Middle","Single","24 hr","rMiddle"
250,"mg/kg","terbinafine",8,"Middle","Repeat","4 day","rMiddle"
250,"mg/kg","terbinafine",8,"Middle","Repeat","8 day","rMiddle"
250,"mg/kg","terbinafine",8,"Middle","Repeat","15 day","rMiddle"
250,"mg/kg","terbinafine",8,"Middle","Repeat","29 day","rMiddle"
300,"mg/kg","acarbose",8,"Middle","Single","3 hr","rMiddle"
300,"mg/kg","acarbose",8,"Middle","Single","6 hr","rMiddle"
300,"mg/kg","acarbose",8,"Middle","Single","9 hr","rMiddle"
300,"mg/kg","acarbose",8,"Middle","Single","24 hr","rMiddle"
300,"mg/kg","acarbose",8,"Middle","Repeat","4 day","rMiddle"
300,"mg/kg","acarbose",8,"Middle","Repeat","8 day","rMiddle"
300,"mg/kg","acarbose",8,"Middle","Repeat","15 day","rMiddle"
300,"mg/kg","acarbose",8,"Middle","Repeat","29 day","rMiddle"
300,"mg/kg","acetamidofluorene",8,"Middle","Single","3 hr","rHigh"
300,"mg/kg","acetamidofluorene",8,"Middle","Single","6 hr","rHigh"
300,"mg/kg","acetamidofluorene",8,"Middle","Single","9 hr","rHigh"
300,"mg/kg","acetamidofluorene",8,"Middle","Single","24 hr","rHigh"
300,"mg/kg","acetamidofluorene",8,"High","Repeat","4 day","rHigh"
300,"mg/kg","acetamidofluorene",8,"High","Repeat","8 day","rHigh"
300,"mg/kg","acetamidofluorene",8,"High","Repeat","15 day","rHigh"
300,"mg/kg","acetamidofluorene",8,"High","Repeat","29 day","rHigh"
300,"mg/kg","acetaminophen",8,"Low","Single","3 hr","rLow"
300,"mg/kg","acetaminophen",8,"Low","Single","6 hr","rLow"
300,"mg/kg","acetaminophen",8,"Low","Single","9 hr","rLow"
300,"mg/kg","acetaminophen",8,"Low","Single","24 hr","rLow"
300,"mg/kg","acetaminophen",8,"Low","Repeat","4 day","rLow"
300,"mg/kg","acetaminophen",8,"Low","Repeat","8 day","rLow"
300,"mg/kg","acetaminophen",8,"Low","Repeat","15 day","rLow"
300,"mg/kg","acetaminophen",8,"Low","Repeat","29 day","rLow"
300,"mg/kg","ajmaline",8,"High","Single","3 hr","rHigh"
300,"mg/kg","ajmaline",8,"High","Single","6 hr","rHigh"
300,"mg/kg","ajmaline",8,"High","Single","9 hr","rHigh"
300,"mg/kg","ajmaline",8,"High","Single","24 hr","rHigh"
300,"mg/kg","ajmaline",8,"High","Repeat","4 day","rHigh"
300,"mg/kg","ajmaline",8,"High","Repeat","8 day","rHigh"
300,"mg/kg","ajmaline",8,"High","Repeat","15 day","rHigh"
300,"mg/kg","ajmaline",8,"High","Repeat","29 day","rHigh"
300,"mg/kg","bendazac",8,"Middle","Single","3 hr","rHigh"
300,"mg/kg","bendazac",8,"Middle","Single","6 hr","rHigh"
300,"mg/kg","bendazac",8,"Middle","Single","9 hr","rHigh"
300,"mg/kg","bendazac",8,"Middle","Single","24 hr","rHigh"
300,"mg/kg","bendazac",8,"High","Repeat","4 day","rHigh"
300,"mg/kg","bendazac",8,"High","Repeat","8 day","rHigh"
300,"mg/kg","bendazac",8,"High","Repeat","15 day","rHigh"
300,"mg/kg","bendazac",8,"High","Repeat","29 day","rHigh"
300,"mg/kg","benziodarone",8,"High","Single","3 hr","rHigh"
300,"mg/kg","benziodarone",8,"High","Single","6 hr","rHigh"
300,"mg/kg","benziodarone",8,"High","Single","9 hr","rHigh"
300,"mg/kg","benziodarone",8,"High","Single","24 hr","rHigh"
300,"mg/kg","benziodarone",8,"High","Repeat","4 day","rHigh"
300,"mg/kg","benziodarone",8,"High","Repeat","8 day","rHigh"
300,"mg/kg","benziodarone",8,"High","Repeat","15 day","rHigh"
300,"mg/kg","benziodarone",8,"High","Repeat","29 day","rHigh"
300,"mg/kg","bromobenzene",8,"High","Single","3 hr","rHigh"
300,"mg/kg","bromobenzene",8,"High","Single","6 hr","rHigh"
300,"mg/kg","bromobenzene",8,"High","Single","9 hr","rHigh"
300,"mg/kg","bromobenzene",8,"High","Single","24 hr","rHigh"
300,"mg/kg","bromobenzene",8,"High","Repeat","4 day","rHigh"
300,"mg/kg","bromobenzene",8,"High","Repeat","8 day","rHigh"
300,"mg/kg","bromobenzene",8,"High","Repeat","15 day","rHigh"
300,"mg/kg","bromobenzene",8,"High","Repeat","29 day","rHigh"
300,"mg/kg","bucetin",8,"Low","Single","3 hr","rMiddle"
300,"mg/kg","bucetin",8,"Low","Single","6 hr","rMiddle"
300,"mg/kg","bucetin",8,"Low","Single","9 hr","rMiddle"
300,"mg/kg","bucetin",8,"Low","Single","24 hr","rMiddle"
300,"mg/kg","bucetin",8,"Middle","Repeat","4 day","rMiddle"
300,"mg/kg","bucetin",8,"Middle","Repeat","8 day","rMiddle"
300,"mg/kg","bucetin",8,"Middle","Repeat","15 day","rMiddle"
300,"mg/kg","bucetin",8,"Middle","Repeat","29 day","rMiddle"
300,"mg/kg","butylated hydroxyanisole",8,"Low","Single","3 hr","rLow"
300,"mg/kg","butylated hydroxyanisole",8,"Low","Single","6 hr","rLow"
300,"mg/kg","butylated hydroxyanisole",8,"Low","Single","9 hr","rLow"
300,"mg/kg","butylated hydroxyanisole",8,"Low","Single","24 hr","rLow"
300,"mg/kg","butylated hydroxyanisole",8,"Low","Repeat","4 day","rLow"
300,"mg/kg","butylated hydroxyanisole",8,"Low","Repeat","8 day","rLow"
300,"mg/kg","butylated hydroxyanisole",8,"Low","Repeat","15 day","rLow"
300,"mg/kg","butylated hydroxyanisole",8,"Low","Repeat","29 day","rLow"
300,"mg/kg","captopril",8,"Middle","Single","3 hr","rMiddle"
300,"mg/kg","captopril",8,"Middle","Single","6 hr","rMiddle"
300,"mg/kg","captopril",8,"Middle","Single","9 hr","rMiddle"
300,"mg/kg","captopril",8,"Middle","Single","24 hr","rMiddle"
300,"mg/kg","captopril",8,"Middle","Repeat","4 day","rMiddle"
300,"mg/kg","captopril",8,"Middle","Repeat","8 day","rMiddle"
300,"mg/kg","captopril",8,"Middle","Repeat","15 day","rMiddle"
300,"mg/kg","captopril",8,"Middle","Repeat","29 day","rMiddle"
300,"mg/kg","carbamazepine",8,"High","Single","3 hr","rHigh"
300,"mg/kg","carbamazepine",8,"High","Single","6 hr","rHigh"
300,"mg/kg","carbamazepine",8,"High","Single","9 hr","rHigh"
300,"mg/kg","carbamazepine",8,"High","Single","24 hr","rHigh"
300,"mg/kg","carbamazepine",8,"High","Repeat","4 day","rHigh"
300,"mg/kg","carbamazepine",8,"High","Repeat","8 day","rHigh"
300,"mg/kg","carbamazepine",8,"High","Repeat","15 day","rHigh"
300,"mg/kg","carbamazepine",8,"High","Repeat","29 day","rHigh"
300,"mg/kg","carbon tetrachloride",8,"High","Single","3 hr","rHigh"
300,"mg/kg","carbon tetrachloride",8,"High","Single","6 hr","rHigh"
300,"mg/kg","carbon tetrachloride",8,"High","Single","9 hr","rHigh"
300,"mg/kg","carbon tetrachloride",8,"High","Single","24 hr","rHigh"
300,"mg/kg","carbon tetrachloride",8,"High","Repeat","4 day","rHigh"
300,"mg/kg","carbon tetrachloride",8,"High","Repeat","8 day","rHigh"
300,"mg/kg","carbon tetrachloride",8,"High","Repeat","15 day","rHigh"
300,"mg/kg","carbon tetrachloride",8,"High","Repeat","29 day","rHigh"
300,"mg/kg","cephalothin",8,"Low","Single","3 hr","rLow"
300,"mg/kg","cephalothin",8,"Low","Single","6 hr","rLow"
300,"mg/kg","cephalothin",8,"Low","Single","9 hr","rLow"
300,"mg/kg","cephalothin",8,"Low","Single","24 hr","rLow"
300,"mg/kg","cephalothin",8,"Low","Repeat","4 day","rLow"
300,"mg/kg","cephalothin",8,"Low","Repeat","8 day","rLow"
300,"mg/kg","cephalothin",8,"Low","Repeat","15 day","rLow"
300,"mg/kg","cephalothin",8,"Low","Repeat","29 day","rLow"
300,"mg/kg","chloramphenicol",8,"Middle","Single","3 hr","rMiddle"
300,"mg/kg","chloramphenicol",8,"Middle","Single","6 hr","rMiddle"
300,"mg/kg","chloramphenicol",8,"Middle","Single","9 hr","rMiddle"
300,"mg/kg","chloramphenicol",8,"Middle","Single","24 hr","rMiddle"
300,"mg/kg","chloramphenicol",8,"Middle","Repeat","4 day","rMiddle"
300,"mg/kg","chloramphenicol",8,"Middle","Repeat","8 day","rMiddle"
300,"mg/kg","chloramphenicol",8,"Middle","Repeat","15 day","rMiddle"
300,"mg/kg","chloramphenicol",8,"Middle","Repeat","29 day","rMiddle"
300,"mg/kg","chlormadinone",8,"Low","Single","3 hr","rMiddle"
300,"mg/kg","chlormadinone",8,"Low","Single","6 hr","rMiddle"
300,"mg/kg","chlormadinone",8,"Low","Single","9 hr","rMiddle"
300,"mg/kg","chlormadinone",8,"Low","Single","24 hr","rMiddle"
300,"mg/kg","chlormadinone",8,"Middle","Repeat","4 day","rMiddle"
300,"mg/kg","chlormadinone",8,"Middle","Repeat","8 day","rMiddle"
300,"mg/kg","chlormadinone",8,"Middle","Repeat","15 day","rMiddle"
300,"mg/kg","chlormadinone",8,"Middle","Repeat","29 day","rMiddle"
300,"mg/kg","chlorpropamide",8,"High","Single","3 hr","rHigh"
300,"mg/kg","chlorpropamide",8,"High","Single","6 hr","rHigh"
300,"mg/kg","chlorpropamide",8,"High","Single","9 hr","rHigh"
300,"mg/kg","chlorpropamide",8,"High","Single","24 hr","rHigh"
300,"mg/kg","chlorpropamide",8,"High","Repeat","4 day","rHigh"
300,"mg/kg","chlorpropamide",8,"High","Repeat","8 day","rHigh"
300,"mg/kg","chlorpropamide",8,"High","Repeat","15 day","rHigh"
300,"mg/kg","chlorpropamide",8,"High","Repeat","29 day","rHigh"
300,"mg/kg","cimetidine",8,"Middle","Single","3 hr","rMiddle"
300,"mg/kg","cimetidine",8,"Middle","Single","6 hr","rMiddle"
300,"mg/kg","cimetidine",8,"Middle","Single","9 hr","rMiddle"
300,"mg/kg","cimetidine",8,"Middle","Single","24 hr","rMiddle"
300,"mg/kg","cimetidine",8,"Middle","Repeat","4 day","rMiddle"
300,"mg/kg","cimetidine",8,"Middle","Repeat","8 day","rMiddle"
300,"mg/kg","cimetidine",8,"Middle","Repeat","15 day","rMiddle"
300,"mg/kg","cimetidine",8,"Middle","Repeat","29 day","rMiddle"
300,"mg/kg","ciprofloxacin",8,"Middle","Single","3 hr","rMiddle"
300,"mg/kg","ciprofloxacin",8,"Middle","Single","6 hr","rMiddle"
300,"mg/kg","ciprofloxacin",8,"Middle","Single","9 hr","rMiddle"
300,"mg/kg","ciprofloxacin",8,"Middle","Single","24 hr","rMiddle"
300,"mg/kg","ciprofloxacin",8,"Middle","Repeat","4 day","rMiddle"
300,"mg/kg","ciprofloxacin",8,"Middle","Repeat","8 day","rMiddle"
300,"mg/kg","ciprofloxacin",8,"Middle","Repeat","15 day","rMiddle"
300,"mg/kg","ciprofloxacin",8,"Middle","Repeat","29 day","rMiddle"
300,"mg/kg","clofibrate",8,"High","Single","3 hr","rHigh"
300,"mg/kg","clofibrate",8,"High","Single","6 hr","rHigh"
300,"mg/kg","clofibrate",8,"High","Single","9 hr","rHigh"
300,"mg/kg","clofibrate",8,"High","Single","24 hr","rHigh"
300,"mg/kg","clofibrate",8,"High","Repeat","4 day","rHigh"
300,"mg/kg","clofibrate",8,"High","Repeat","8 day","rHigh"
300,"mg/kg","clofibrate",8,"High","Repeat","15 day","rHigh"
300,"mg/kg","clofibrate",8,"High","Repeat","29 day","rHigh"
300,"mg/kg","danazol",8,"Low","Single","3 hr","rMiddle"
300,"mg/kg","danazol",8,"Low","Single","6 hr","rMiddle"
300,"mg/kg","danazol",8,"Low","Single","9 hr","rMiddle"
300,"mg/kg","danazol",8,"Low","Single","24 hr","rMiddle"
300,"mg/kg","danazol",8,"Middle","Repeat","4 day","rMiddle"
300,"mg/kg","danazol",8,"Middle","Repeat","8 day","rMiddle"
300,"mg/kg","danazol",8,"Middle","Repeat","15 day","rMiddle"
300,"mg/kg","danazol",8,"Middle","Repeat","29 day","rMiddle"
300,"mg/kg","erythromycin ethylsuccinate",8,"Middle","Single","3 hr","rMiddle"
300,"mg/kg","erythromycin ethylsuccinate",8,"Middle","Single","6 hr","rMiddle"
300,"mg/kg","erythromycin ethylsuccinate",8,"Middle","Single","9 hr","rMiddle"
300,"mg/kg","erythromycin ethylsuccinate",8,"Middle","Single","24 hr","rMiddle"
300,"mg/kg","erythromycin ethylsuccinate",8,"Middle","Repeat","4 day","rMiddle"
300,"mg/kg","erythromycin ethylsuccinate",8,"Middle","Repeat","8 day","rMiddle"
300,"mg/kg","erythromycin ethylsuccinate",8,"Middle","Repeat","15 day","rMiddle"
300,"mg/kg","erythromycin ethylsuccinate",8,"Middle","Repeat","29 day","rMiddle"
300,"mg/kg","ethambutol",8,"Middle","Single","3 hr","rMiddle"
300,"mg/kg","ethambutol",8,"Middle","Single","6 hr","rMiddle"
300,"mg/kg","ethambutol",8,"Middle","Single","9 hr","rMiddle"
300,"mg/kg","ethambutol",8,"Middle","Single","24 hr","rMiddle"
300,"mg/kg","ethambutol",8,"Middle","Repeat","4 day","rMiddle"
300,"mg/kg","ethambutol",8,"Middle","Repeat","8 day","rMiddle"
300,"mg/kg","ethambutol",8,"Middle","Repeat","15 day","rMiddle"
300,"mg/kg","ethambutol",8,"Middle","Repeat","29 day","rMiddle"
300,"mg/kg","ethionamide",7,"Middle","Single","3 hr","rHigh"
300,"mg/kg","ethionamide",7,"Middle","Single","6 hr","rHigh"
300,"mg/kg","ethionamide",7,"Middle","Single","9 hr","rHigh"
300,"mg/kg","ethionamide",7,"Middle","Single","24 hr","rHigh"
300,"mg/kg","ethionamide",7,"High","Repeat","4 day","rHigh"
300,"mg/kg","ethionamide",7,"High","Repeat","8 day","rHigh"
300,"mg/kg","ethionamide",7,"High","Repeat","15 day","rHigh"
300,"mg/kg","famotidine",8,"Middle","Single","3 hr","rMiddle"
300,"mg/kg","famotidine",8,"Middle","Single","6 hr","rMiddle"
300,"mg/kg","famotidine",8,"Middle","Single","9 hr","rMiddle"
300,"mg/kg","famotidine",8,"Middle","Single","24 hr","rMiddle"
300,"mg/kg","famotidine",8,"Middle","Repeat","4 day","rMiddle"
300,"mg/kg","famotidine",8,"Middle","Repeat","8 day","rMiddle"
300,"mg/kg","famotidine",8,"Middle","Repeat","15 day","rMiddle"
300,"mg/kg","famotidine",8,"Middle","Repeat","29 day","rMiddle"
300,"mg/kg","furosemide",8,"High","Single","3 hr","rHigh"
300,"mg/kg","furosemide",8,"High","Single","6 hr","rHigh"
300,"mg/kg","furosemide",8,"High","Single","9 hr","rHigh"
300,"mg/kg","furosemide",8,"High","Single","24 hr","rHigh"
300,"mg/kg","furosemide",8,"High","Repeat","4 day","rHigh"
300,"mg/kg","furosemide",8,"High","Repeat","8 day","rHigh"
300,"mg/kg","furosemide",8,"High","Repeat","15 day","rHigh"
300,"mg/kg","furosemide",8,"High","Repeat","29 day","rHigh"
300,"mg/kg","gemfibrozil",8,"High","Single","3 hr","rHigh"
300,"mg/kg","gemfibrozil",8,"High","Single","6 hr","rHigh"
300,"mg/kg","gemfibrozil",8,"High","Single","9 hr","rHigh"
300,"mg/kg","gemfibrozil",8,"High","Single","24 hr","rHigh"
300,"mg/kg","gemfibrozil",8,"High","Repeat","4 day","rHigh"
300,"mg/kg","gemfibrozil",8,"High","Repeat","8 day","rHigh"
300,"mg/kg","gemfibrozil",8,"High","Repeat","15 day","rHigh"
300,"mg/kg","gemfibrozil",8,"High","Repeat","29 day","rHigh"
300,"mg/kg","glibenclamide",8,"Middle","Single","3 hr","rMiddle"
300,"mg/kg","glibenclamide",8,"Middle","Single","6 hr","rMiddle"
300,"mg/kg","glibenclamide",8,"Middle","Single","9 hr","rMiddle"
300,"mg/kg","glibenclamide",8,"Middle","Single","24 hr","rMiddle"
300,"mg/kg","glibenclamide",8,"Middle","Repeat","4 day","rMiddle"
300,"mg/kg","glibenclamide",8,"Middle","Repeat","8 day","rMiddle"
300,"mg/kg","glibenclamide",8,"Middle","Repeat","15 day","rMiddle"
300,"mg/kg","glibenclamide",8,"Middle","Repeat","29 day","rMiddle"
300,"mg/kg","griseofulvin",8,"Middle","Single","3 hr","rMiddle"
300,"mg/kg","griseofulvin",8,"Middle","Single","6 hr","rMiddle"
300,"mg/kg","griseofulvin",8,"Middle","Single","9 hr","rMiddle"
300,"mg/kg","griseofulvin",8,"Middle","Single","24 hr","rMiddle"
300,"mg/kg","griseofulvin",8,"Middle","Repeat","4 day","rMiddle"
300,"mg/kg","griseofulvin",8,"Middle","Repeat","8 day","rMiddle"
300,"mg/kg","griseofulvin",8,"Middle","Repeat","15 day","rMiddle"
300,"mg/kg","griseofulvin",8,"Middle","Repeat","29 day","rMiddle"
300,"mg/kg","hexachlorobenzene",8,"High","Repeat","4 day","rHigh"
300,"mg/kg","hexachlorobenzene",8,"High","Repeat","8 day","rHigh"
300,"mg/kg","hexachlorobenzene",8,"High","Repeat","15 day","rHigh"
300,"mg/kg","hexachlorobenzene",8,"High","Repeat","29 day","rHigh"
300,"mg/kg","hexachlorobenzene",8,"Low","Single","3 hr","rHigh"
300,"mg/kg","hexachlorobenzene",8,"Low","Single","6 hr","rHigh"
300,"mg/kg","hexachlorobenzene",8,"Low","Single","9 hr","rHigh"
300,"mg/kg","hexachlorobenzene",8,"Low","Single","24 hr","rHigh"
300,"mg/kg","mefenamic acid",8,"High","Single","3 hr","rHigh"
300,"mg/kg","mefenamic acid",8,"High","Single","6 hr","rHigh"
300,"mg/kg","mefenamic acid",8,"High","Single","9 hr","rHigh"
300,"mg/kg","mefenamic acid",8,"High","Single","24 hr","rHigh"
300,"mg/kg","mefenamic acid",8,"High","Repeat","4 day","rHigh"
300,"mg/kg","mefenamic acid",8,"High","Repeat","8 day","rHigh"
300,"mg/kg","mefenamic acid",8,"High","Repeat","15 day","rHigh"
300,"mg/kg","mefenamic acid",8,"High","Repeat","29 day","rHigh"
